marketplace_listing_title,vehicle_exterior_color,vehicle_fuel_type,vehicle_make_display_name,vehicle_model_display_name,vehicle_transmission_type,kms,price,state,year
2014 Toyota Hiace,black,DIESEL,TOYOTA,HIACE,AUTOMATIC,87000,33000,QLD,2014
2021 Toyota Corolla,white,OTHER,TOYOTA,COROLLA,AUTOMATIC,75960,22500,QLD,2021
2008 Land Rover Discovery,blue,PETROL,LAND-ROVER,DISCOVERY,AUTOMATIC,198654,15000,QLD,2008
2010 Volkswagen Eos,blue,PETROL,VOLKSWAGEN,EOS,AUTOMATIC,183000,5800,NSW,2010
2015 Mitsubishi Outlander,grey,PETROL,MITSUBISHI,OUTLANDER,AUTOMATIC,120000,16000,NSW,2015
2020 Volkswagen Golf,white,PETROL,VOLKSWAGEN,GOLF,AUTOMATIC,99500,36000,NSW,2020
2015 Audi Q5,white,PETROL,AUDI,Q5,AUTOMATIC,156792,12900,NSW,2015
2010 Volkswagen Polo,blue,PETROL,VOLKSWAGEN,POLO,MANUAL,150000,2990,NSW,2010
2014 Alfa Romeo Giulietta,silver,PETROL,ALFA-ROMEO,GIULIETTA,AUTOMATIC,98300,6500,NSW,2014
2012 Mazda CX-5,blue,DIESEL,MAZDA,CX-5,AUTOMATIC,118000,10500,NSW,2012
2016 Jeep Cherokee,black,PETROL,JEEP,CHEROKEE,AUTOMATIC,129313,13000,NSW,2016
2001 Ford F-250,white,DIESEL,FORD,F-250,AUTOMATIC,398000,34000,NSW,2001
2012 Toyota Corolla,white,PETROL,TOYOTA,COROLLA,AUTOMATIC,193000,8490,WA,2012
2010 Ford Falcon,white,PETROL,FORD,FALCON,AUTOMATIC,179000,13500,NSW,2010
2014 Hyundai Hyundai iLOAD,grey,DIESEL,HYUNDAI,ILOAD,AUTOMATIC,249000,11000,NSW,2014
2012 Ford g6e,black,PETROL,FORD,G6E,AUTOMATIC,186000,12750,NSW,2012
2018 Toyota Crown,silver,HYBRID,TOYOTA,CROWN,AUTOMATIC,112000,30000,NSW,2018
2015 Hyundai Ix35,white,OTHER,HYUNDAI,IX35,AUTOMATIC,131000,11700,QLD,2015
2020 Suzuki Swift,red,PETROL,SUZUKI,SWIFT,AUTOMATIC,120000,15500,NSW,2020
2009 HSV Club Sport,black,PETROL,HSV,CLUB SPORT,AUTOMATIC,145000,50000,QLD,2009
2019 Volvo fm450,white,DIESEL,VOLVO,FM450,AUTOMATIC,970000,75000,NSW,2019
2012 Volkswagen amarok tdi400 trendline 2h manual 4mot my12.5 dual cab,blue,DIESEL,VOLKSWAGEN,AMAROK,MANUAL,246000,10900,SA,2012
2012 Porsche Cayenne,white,HYBRID,PORSCHE,CAYENNE,AUTOMATIC,80100,29900,NSW,2012
1998 Toyota 105 series landcruiser,grey,DIESEL,TOYOTA,LANDCRUISER,MANUAL,689235,12000,QLD,1998
2010 Ford Xr5 Mondeo,grey,PETROL,FORD,MONDEO,MANUAL,180000,7250,VIC,2010
2020 Hyundai Kona,white,PETROL,HYUNDAI,KONA,AUTOMATIC,75000,19500,QLD,2020
2017 Mitsubishi ASX,white,PETROL,MITSUBISHI,ASX,AUTOMATIC,105000,16900,VIC,2017
2013 Volkswagen Golf,white,PETROL,VOLKSWAGEN,GOLF,MANUAL,250000,6000,QLD,2013
2018 Isuzu D-Max,blue,DIESEL,ISUZU,D-MAX,AUTOMATIC,298000,15999,VIC,2018
2011 Holden caprice v,black,OTHER,HOLDEN,CAPRICE,AUTOMATIC,497095,9990,VIC,2011
2004 Nissan Patrol,white,DIESEL,NISSAN,PATROL,MANUAL,472000,19000,WA,2004
2020 Toyota Yaris,white,PETROL,TOYOTA,YARIS,MANUAL,25100,43000,WA,2020
2025 Toyota Hilux,silver,DIESEL,TOYOTA,HILUX,AUTOMATIC,563,72888,WA,2025
2014 Isuzu dmax,blue,DIESEL,ISUZU,DMAX,MANUAL,246000,26000,WA,2014
2005 Toyota Hilux,white,DIESEL,TOYOTA,HILUX,MANUAL,306000,21000,VIC,2005
2013 Nissan Navara,silver,DIESEL,NISSAN,NAVARA,AUTOMATIC,480000,12500,WA,2013
2010 Kia Cerato,silver,PETROL,KIA,CERATO,MANUAL,257000,6000,WA,2010
2008 BMW X5,silver,PETROL,BMW,X5,AUTOMATIC,181540,12200,WA,2008
2012 Audi A5,white,PETROL,AUDI,A5,AUTOMATIC,175000,9500,WA,2012
2009 Ford Falcon,charcoal,PETROL,FORD,FALCON,MANUAL,250000,12000,WA,2009
2016 Nissan X-Trail,white,PETROL,NISSAN,X-TRAIL,AUTOMATIC,188505,13999,WA,2016
2007 Toyota Corolla Hatchback,beige,PETROL,TOYOTA,COROLLA,AUTOMATIC,234000,5900,WA,2007
2008 Ford Falcon,grey,PETROL,FORD,FALCON,AUTOMATIC,180000,5000,WA,2008
2010 Hyundai i45,white,PETROL,HYUNDAI,I45,AUTOMATIC,150000,7000,WA,2010
2003 Toyota Estima,grey,PETROL,TOYOTA,ESTIMA,AUTOMATIC,175000,7000,WA,2003
2019 Mitsubishi Outlander,silver,DIESEL,MITSUBISHI,OUTLANDER,AUTOMATIC,207000,14490,WA,2019
2007 Kia  Sorento ,black,PETROL,KIA,SORENTO,AUTOMATIC,330000,3000,WA,2007
2017 Honda Accord,silver,PETROL,HONDA,ACCORD,AUTOMATIC,151510,16000,VIC,2017
2014 Jeep Wrangler Unlimited,white,PETROL,JEEP,WRANGLER,AUTOMATIC,100700,26800,VIC,2014
2017 Toyota Hiace Welcab TRH200,white,PETROL,TOYOTA,HIACE,AUTOMATIC,79649,39990,WA,2017
2016 Land Rover Discovery Sport,blue,DIESEL,LAND-ROVER,DISCOVERY SPORT,AUTOMATIC,167500,6500,VIC,2016
2011 Hyundai Ix35,white,PETROL,HYUNDAI,IX35,AUTOMATIC,159000,9990,VIC,2011
2022 Hyundai staria load,white,DIESEL,HYUNDAI,STARIA,AUTOMATIC,118000,22995,VIC,2022
2019 Honda Civic,grey,PETROL,HONDA,CIVIC,AUTOMATIC,90000,34000,VIC,2019
2007 Kia Rio,green,PETROL,KIA,RIO,AUTOMATIC,171000,5500,VIC,2007
2008 Nissan Dualis,blue,PETROL,NISSAN,DUALIS,MANUAL,351000,3250,VIC,2008
2010 Hyundai Santa Fe,grey,DIESEL,HYUNDAI,SANTA FE,AUTOMATIC,339845,3000,VIC,2010
2002 Toyota Corolla,red,PETROL,TOYOTA,COROLLA,AUTOMATIC,240000,4250,VIC,2002
2010 BMW 320i m sport,black,PETROL,BMW,320I M SPORT,AUTOMATIC,199000,7000,SA,2010
2002 Holden Ute,black,PETROL,HOLDEN,UTE,AUTOMATIC,270000,20000,SA,2002
2018 Ford transit custom,yellow,DIESEL,FORD,TRANSIT CUSTOM,AUTOMATIC,198000,22000,SA,2018
2004 Ford Escape,silver,PETROL,FORD,ESCAPE,AUTOMATIC,243976,4490,SA,2004
1999 Toyota Landcruiser 100,green,DIESEL,TOYOTA,LANDCRUISER,MANUAL,620000,17000,SA,1999
2021 Toyota Camry,white,HYBRID,TOYOTA,CAMRY,AUTOMATIC,93860,30000,SA,2021
2018 Mitsubishi Outlander ES,white,OTHER,MITSUBISHI,OUTLANDER,AUTOMATIC,185000,15900,SA,2018
2022 Toyota kluger 2022,blue,HYBRID,TOYOTA,KLUGER,AUTOMATIC,36000,52000,SA,2022
1974 Ford Falcon,red,PETROL,FORD,FALCON,AUTOMATIC,208584,107500,SA,1974
2012 Toyota RAV4,silver,PETROL,TOYOTA,RAV4,AUTOMATIC,284000,6000,NSW,2012
2015 Mitsubishi Mirage,silver,PETROL,MITSUBISHI,MIRAGE,AUTOMATIC,147000,9500,WA,2015
1990 Suzuki Vitara,white,PETROL,SUZUKI,VITARA,AUTOMATIC,248000,8290,SA,1990
2010 Subaru Forester X SatNav Edition MY10 SN2222B,white,PETROL,SUBARU,FORESTER,AUTOMATIC,242161,6995,NSW,2010
2009 Renault scenic 7 seat rwc & rego,silver,OTHER,RENAULT,SCENIC,AUTOMATIC,112443,4999,VIC,2009
2009 Mazda CX-9,black,OTHER,MAZDA,CX-9,AUTOMATIC,278000,4500,NSW,2009
2006 Holden Commodore,orange,PETROL,HOLDEN,COMMODORE,AUTOMATIC,235000,5500,NSW,2006
2017 Nissan Navara,white,DIESEL,NISSAN,NAVARA,AUTOMATIC,174000,14500,NSW,2017
2007 Mitsubishi Outlander,gold,PETROL,MITSUBISHI,OUTLANDER,AUTOMATIC,240485,4990,NSW,2007
2017 Hyundai Hyundai iLOAD,white,DIESEL,HYUNDAI,ILOAD,AUTOMATIC,346200,15950,NSW,2017
2008 Nissan 370gt,white,PETROL,NISSAN,370GT,AUTOMATIC,95000,16000,NSW,2008
2017 Toyota C-HR,black,PETROL,TOYOTA,C-HR,AUTOMATIC,190000,23000,NSW,2017
2009 Hyundai Getz,white,PETROL,HYUNDAI,GETZ,MANUAL,92030,5500,NSW,2009
2015 Hyundai Santa Fe,grey,DIESEL,HYUNDAI,SANTA FE,AUTOMATIC,305000,12000,NSW,2015
2016 Volkswagen Tiguan,white,PETROL,VOLKSWAGEN,TIGUAN,AUTOMATIC,246000,12000,NSW,2016
2016 Kia Sorento,white,DIESEL,KIA,SORENTO,AUTOMATIC,294582,14500,NSW,2016
2011 Volkswagen Tiguan,silver,DIESEL,VOLKSWAGEN,TIGUAN,AUTOMATIC,16825,7990,QLD,2011
2011 Hyundai i30,grey,DIESEL,HYUNDAI,I30,AUTOMATIC,210229,4000,NSW,2011
1998 Lexus GS300,white,PETROL,LEXUS,GS,AUTOMATIC,346000,6000,QLD,1998
2020 Ford Ranger,grey,DIESEL,FORD,RANGER,AUTOMATIC,105000,54800,QLD,2020
2017 Nissan Qashqai,grey,PETROL,NISSAN,QASHQAI,AUTOMATIC,153000,15000,NSW,2017
1973 Ford Falcon,yellow,PETROL,FORD,FALCON,MANUAL,12345,130000,QLD,1973
2021 Toyota Hilux,charcoal,DIESEL,TOYOTA,HILUX,AUTOMATIC,75000,57500,QLD,2021
2023 Mercedes-Benz GLC300,black,OTHER,MERCEDES-BENZ,GLC,AUTOMATIC,37400,81500,QLD,2023
2019 Ford everest titanium 4x4,black,DIESEL,FORD,EVEREST,AUTOMATIC,127014,34500,QLD,2019
2012 Nissan dualis ti awd,white,PETROL,NISSAN,DUALIS,AUTOMATIC,89093,9700,QLD,2012
1971 Volkswagen Beetle,red,PETROL,VOLKSWAGEN,BEETLE,MANUAL,7000,15000,QLD,1971
2015 Nissan JUKE,grey,PETROL,NISSAN,JUKE,AUTOMATIC,157180,9999,QLD,2015
2015 Jeep Cherokee,white,DIESEL,JEEP,CHEROKEE,AUTOMATIC,169000,13200,QLD,2015
2009 Hyundai i30,red,PETROL,HYUNDAI,I30,AUTOMATIC,255000,4490,QLD,2009
2017 Suzuki Swift,black,PETROL,SUZUKI,SWIFT,AUTOMATIC,105000,12000,QLD,2017
2015 Toyota Camry,white,PETROL,TOYOTA,CAMRY,AUTOMATIC,383960,10000,QLD,2015
2016 Holden Captiva,blue,PETROL,HOLDEN,CAPTIVA,AUTOMATIC,108100,7000,QLD,2016
2006 Toyota Camry,gold,PETROL,TOYOTA,CAMRY,AUTOMATIC,144107,10500,QLD,2006
2016 Toyota Hiace,black,PETROL,TOYOTA,HIACE,AUTOMATIC,142455,25999,QLD,2016
2014 Lexus IS300H F SPORT,red,HYBRID,LEXUS,IS,AUTOMATIC,183000,21000,QLD,2014
2023 Nissan Pathfinder,white,PETROL,NISSAN,PATHFINDER,AUTOMATIC,29000,60000,QLD,2023
2013 Toyota Landcruiser 200,grey,DIESEL,TOYOTA,LANDCRUISER,AUTOMATIC,252000,52000,QLD,2013
2019 Nissan Xtrail,silver,PETROL,NISSAN,X-TRAIL,AUTOMATIC,163710,17990,SA,2019
2025 Toyota Alphard,white,OTHER,TOYOTA,ALPHARD,AUTOMATIC,388,120000,NSW,2025
2004 Land Rover range rover hse l322,blue,PETROL,LAND-ROVER,RANGE ROVER,AUTOMATIC,195000,6750,VIC,2004
2019 Mitsubishi Outlander,white,PETROL,MITSUBISHI,OUTLANDER,AUTOMATIC,150000,22000,WA,2019
2008 Toyota Landcruiser Prado,grey,DIESEL,TOYOTA,LANDCRUISER,AUTOMATIC,278000,18000,SA,2008
2004 Subaru Forester,blue,PETROL,SUBARU,FORESTER,AUTOMATIC,354000,4500,WA,2004
2012 Kia Rio,grey,PETROL,KIA,RIO,AUTOMATIC,112374,7500,WA,2012
2006 Audi A4,black,PETROL,AUDI,A4,AUTOMATIC,210617,4800,QLD,2006
2009 Ford Falcon,white,OTHER,FORD,FALCON,AUTOMATIC,272200,10000,WA,2009
2021 Mazda CX-3 MAXX SPORT,blue,PETROL,MAZDA,CX-3,AUTOMATIC,35000,18990,WA,2021
2011 Nissan Qashqai,silver,PETROL,NISSAN,QASHQAI,MANUAL,292902,3400,WA,2011
2019 Mitsubishi Outlander,black,PETROL,MITSUBISHI,OUTLANDER,AUTOMATIC,81167,18900,SA,2019
2015 Honda Civic,grey,OTHER,HONDA,CIVIC,AUTOMATIC,76321,20000,WA,2015
2018 Holden Holden Colorado,white,DIESEL,HOLDEN,COLORADO,AUTOMATIC,196434,26000,WA,2018
2015 Jeep cherokee limited 4x4,black,PETROL,JEEP,CHEROKEE,AUTOMATIC,182305,8500,WA,2015
2005 Hyundai Tiburon,silver,PETROL,HYUNDAI,TIBURON,MANUAL,255000,5000,WA,2005
2007 Ford Falcon,blue,OTHER,FORD,FALCON,AUTOMATIC,270000,7000,WA,2007
2016 Hyundai Accent,white,PETROL,HYUNDAI,ACCENT,AUTOMATIC,110000,10990,WA,2016
"2018 Holden trax ls automatic $9,999",silver,PETROL,HOLDEN,TRAX,AUTOMATIC,130000,9999,WA,2018
2014 BMW X5,black,DIESEL,BMW,X5,AUTOMATIC,204000,20000,WA,2014
2009 Volkswagen Golf,red,PETROL,VOLKSWAGEN,GOLF,AUTOMATIC,166272,10990,WA,2009
2013 Volkswagen Amarok,green,DIESEL,VOLKSWAGEN,AMAROK,MANUAL,202000,15500,WA,2013
2009 Holden Commodore,black,PETROL,HOLDEN,COMMODORE,AUTOMATIC,240000,18000,WA,2009
2017 Holden Holden Colorado,white,DIESEL,HOLDEN,COLORADO,MANUAL,222000,16500,VIC,2017
2019 Audi A4,white,PETROL,AUDI,A4,AUTOMATIC,280000,15000,VIC,2019
2018 Nissan Navara ST NPS300,black,DIESEL,NISSAN,NAVARA,MANUAL,70000,31500,WA,2018
2023 Volkswagen Golf,grey,PETROL,VOLKSWAGEN,GOLF,AUTOMATIC,57500,31000,VIC,2023
2010 Nissan Navara,white,DIESEL,NISSAN,NAVARA,AUTOMATIC,260000,11500,VIC,2010
2017 Ford Ranger,black,OTHER,FORD,RANGER,AUTOMATIC,250000,40000,VIC,2017
2015 Honda Grace/ city Hybrid Grey ,grey,HYBRID,HONDA,CITY,AUTOMATIC,82000,13999,VIC,2015
2013 Holden Captiva,black,DIESEL,HOLDEN,CAPTIVA,AUTOMATIC,162000,5500,VIC,2013
2019 Kia Rio,white,PETROL,KIA,RIO,AUTOMATIC,124000,15000,VIC,2019
2009 Mazda CX-9,black,PETROL,MAZDA,CX-9,AUTOMATIC,131000,12000,VIC,2009
2013 Nissan Murano,black,PETROL,NISSAN,MURANO,AUTOMATIC,225000,8700,VIC,2013
2020 Ford Ranger,white,DIESEL,FORD,RANGER,AUTOMATIC,105000,27800,VIC,2020
2002 BMW 325i,purple,OTHER,BMW,SERIES 3,AUTOMATIC,178000,7500,VIC,2002
1986 Jaguar xj12 sovereign,silver,PETROL,JAGUAR,XJ,AUTOMATIC,145000,40000,VIC,1986
2008 Hyundai Hyundai iLOAD,white,DIESEL,HYUNDAI,ILOAD,AUTOMATIC,181000,9500,VIC,2008
2016 Honda Civic,grey,PETROL,HONDA,CIVIC,AUTOMATIC,149000,19000,VIC,2016
2021 Toyota Hilux,white,PETROL,TOYOTA,HILUX,AUTOMATIC,118500,30000,NSW,2021
2016 Jeep Grand Cherokee,black,DIESEL,JEEP,GRAND CHEROKEE,AUTOMATIC,188728,25000,NSW,2016
2007 Subaru Impreza,black,PETROL,SUBARU,IMPREZA,MANUAL,245000,5000,NSW,2007
2014 Ford Focus,black,PETROL,FORD,FOCUS,AUTOMATIC,131176,10000,NSW,2014
2014 Toyota Corolla,red,OTHER,TOYOTA,COROLLA,AUTOMATIC,184000,12700,NSW,2014
2007 Ford Escape,black,PETROL,FORD,ESCAPE,AUTOMATIC,266000,6200,NSW,2007
2018 Ford Ranger,black,OTHER,FORD,RANGER,AUTOMATIC,238000,32000,NSW,2018
2010 Volkswagen Eos,silver,PETROL,VOLKSWAGEN,EOS,AUTOMATIC,83300,8990,NSW,2010
2017 Kia Cerato,black,PETROL,KIA,CERATO,AUTOMATIC,132000,15550,NSW,2017
2008 Toyota Corolla,red,OTHER,TOYOTA,COROLLA,AUTOMATIC,300000,5900,NSW,2008
2023 Volkswagen Crafter,white,DIESEL,VOLKSWAGEN,CRAFTER,MANUAL,47517,49700,NSW,2023
2017 Audi A4 Luxury Sunroof ,white,OTHER,AUDI,A4,AUTOMATIC,100817,21950,NSW,2017
2018 Suzuki Swift,charcoal,PETROL,SUZUKI,SWIFT,AUTOMATIC,122000,15500,NSW,2018
2014 Hyundai Veloster,white,PETROL,HYUNDAI,VELOSTER,MANUAL,208000,7000,NSW,2014
2017 Land Rover discovery hse td6,red,DIESEL,LAND-ROVER,DISCOVERY,AUTOMATIC,137000,29990,NSW,2017
2014 Nissan X-Trail,black,PETROL,NISSAN,X-TRAIL,MANUAL,116900,12000,NSW,2014
2016 Nissan Navara,black,DIESEL,NISSAN,NAVARA,MANUAL,186377,17990,NSW,2016
2021 Mitsubishi Mitsubishi Express,white,DIESEL,MITSUBISHI,EXPRESS,AUTOMATIC,30000,25000,NSW,2021
2014 Kia Rio,black,PETROL,KIA,RIO,MANUAL,120000,8900,SA,2014
1994 Holden 1994 Holden v8 statesman ,gold,PETROL,HOLDEN,STATESMAN,AUTOMATIC,3042,10000,SA,1994
2007 Ford territory awd,white,PETROL,FORD,TERRITORY,AUTOMATIC,183000,4200,SA,2007
2012 Subaru Forester,grey,PETROL,SUBARU,FORESTER,AUTOMATIC,255258,6999,SA,2012
2014 Toyota Camry,white,PETROL,TOYOTA,CAMRY,AUTOMATIC,400,6500,NSW,2014
2009 Hyundai i30,blue,PETROL,HYUNDAI,I30,AUTOMATIC,325803,3300,SA,2009
2006 Mitsubishi Lancer,white,OTHER,MITSUBISHI,LANCER,AUTOMATIC,212000,4500,SA,2006
2013 BMW X6,white,DIESEL,BMW,X6,AUTOMATIC,181000,18000,SA,2013
2018 Toyota CROWN Hybrid G-Executive,white,HYBRID,TOYOTA,CROWN,AUTOMATIC,92518,39990,SA,2018
2023 Hyundai i30,white,PETROL,HYUNDAI,I30,AUTOMATIC,30000,30000,SA,2023
1997 Ford Explorer,white,PETROL,FORD,EXPLORER,AUTOMATIC,296523,3500,SA,1997
2007 Volkswagen Golf,silver,PETROL,VOLKSWAGEN,GOLF,MANUAL,220000,5500,SA,2007
2023 Mazda cx-3 maxx sport,silver,PETROL,MAZDA,CX-3,MANUAL,22564,22990,SA,2023
2017 Mazda BT-50,black,DIESEL,MAZDA,BT-50,AUTOMATIC,142000,28000,SA,2017
2010 Nissan Tiida,white,PETROL,NISSAN,TIIDA,AUTOMATIC,127000,6000,SA,2010
1970 Holden Holden Kingswood,white,PETROL,HOLDEN,HOLDEN KINGSWOOD,MANUAL,100000,8499,SA,1970
2017 Lexus Lexus NX 200t,red,PETROL,LEXUS,NX,AUTOMATIC,84500,28500,QLD,2017
2010 Ford Falcon,black,PETROL,FORD,FALCON,AUTOMATIC,157000,10000,QLD,2010
2014 Toyota Hiace,white,PETROL,TOYOTA,HIACE,MANUAL,438518,11500,QLD,2014
2013 Toyota Camry,red,PETROL,TOYOTA,CAMRY,AUTOMATIC,161218,9499,SA,2013
2020 Porsche Macan,grey,PETROL,PORSCHE,MACAN,AUTOMATIC,60000,72000,QLD,2020
2025 Volkswagen Volkswagen 1600,green,PETROL,VOLKSWAGEN,VOLKSWAGEN 1600,MANUAL,300,29000,QLD,2025
2018 Mitsubishi Pajero,white,DIESEL,MITSUBISHI,PAJERO,AUTOMATIC,76400,45000,QLD,2018
1971 Ford Ford Capri,green,OTHER,FORD,FORD CAPRI,MANUAL,66153,23999,QLD,1971
2009 Subaru Forester,blue,PETROL,SUBARU,FORESTER,MANUAL,182476,3000,QLD,2009
2019 Nissan X-TRAIL,orange,PETROL,NISSAN,X-TRAIL,AUTOMATIC,67000,22999,QLD,2019
2011 Holden Captiva,silver,PETROL,HOLDEN,CAPTIVA,AUTOMATIC,225000,5000,QLD,2011
"2016 Ford Ranger XL PX MkII 4X4 3.2L 🔥 297,739kms",white,DIESEL,FORD,RANGER,AUTOMATIC,297739,13999,NSW,2016
2013 BMW X3,silver,DIESEL,BMW,X3,AUTOMATIC,183355,12600,QLD,2013
2017 Mazda CX-3,blue,PETROL,MAZDA,CX-3,AUTOMATIC,90465,21990,QLD,2017
2004 Holden Commodore,grey,PETROL,HOLDEN,COMMODORE,AUTOMATIC,488871,3500,SA,2004
2001 Honda Prelude,grey,OTHER,HONDA,PRELUDE,MANUAL,213000,13999,QLD,2001
2012 Volkswagen Touareg,white,DIESEL,VOLKSWAGEN,TOUAREG,AUTOMATIC,198000,15750,VIC,2012
2022 Volkswagen Golf,grey,OTHER,VOLKSWAGEN,GOLF,AUTOMATIC,51000,37000,SA,2022
2020 Mazda CX-8,white,DIESEL,MAZDA,CX-8,AUTOMATIC,171306,28000,SA,2020
2011 Honda CR-V,silver,PETROL,HONDA,CR-V,AUTOMATIC,212000,11800,VIC,2011
1985 Holden Calais,brown,PETROL,HOLDEN,CALAIS,AUTOMATIC,100000,30000,SA,1985
2019 Ford RANGER XLS 4X4,white,DIESEL,FORD,RANGER,AUTOMATIC,146859,23950,NSW,2019
2006 Mercedes-Benz Mercedes-Benz C230,silver,PETROL,MERCEDES-BENZ,MERCEDES-BENZ C230,AUTOMATIC,155000,8000,SA,2006
2009 Toyota Corolla,red,PETROL,TOYOTA,COROLLA,MANUAL,230000,4450,VIC,2009
2006 Honda CR-V,black,OTHER,HONDA,CR-V,MANUAL,200000,4000,VIC,2006
2016 Holden Captiva,white,PETROL,HOLDEN,CAPTIVA,AUTOMATIC,121963,9000,VIC,2016
2012 Holden cruze,burgundy,PETROL,HOLDEN,CRUZE,MANUAL,200000,2500,VIC,2012
2012 Toyota Hiace,white,PETROL,TOYOTA,HIACE,MANUAL,215000,28000,VIC,2012
2012 Mazda CX-9,grey,OTHER,MAZDA,CX-9,AUTOMATIC,318000,5000,VIC,2012
2008 Honda Jazz,white,OTHER,HONDA,JAZZ,AUTOMATIC,237000,4999,VIC,2008
2023 Mazda BT-50,white,DIESEL,MAZDA,BT-50,AUTOMATIC,52300,48000,VIC,2023
2004 Holden Commodore,blue,OTHER,HOLDEN,COMMODORE,AUTOMATIC,190000,123456,VIC,2004
2018 Mercedes-Benz Vito,white,DIESEL,MERCEDES-BENZ,VITO,AUTOMATIC,191000,24500,VIC,2018
2002 Toyota Landcruiser,grey,DIESEL,TOYOTA,LANDCRUISER,AUTOMATIC,425000,11500,VIC,2002
2017 Holden Astra,silver,OTHER,HOLDEN,ASTRA,AUTOMATIC,160000,11500,VIC,2017
2014 Ford Focus,white,PETROL,FORD,FOCUS,AUTOMATIC,125000,8100,VIC,2014
2011 Toyota Corolla,white,PETROL,TOYOTA,COROLLA,MANUAL,117000,7500,VIC,2011
2015 Toyota Camry,black,PETROL,TOYOTA,CAMRY,AUTOMATIC,593000,8000,VIC,2015
2011 Honda Odyssey,black,PETROL,HONDA,ODYSSEY,AUTOMATIC,206196,11000,SA,2011
2008 Toyota Camry,blue,PETROL,TOYOTA,CAMRY,AUTOMATIC,214000,6250,SA,2008
1991 Toyota Cressida,silver,PETROL,TOYOTA,CRESSIDA,MANUAL,300000,30000,SA,1991
1990 Toyota Hilux,beige,DIESEL,TOYOTA,HILUX,MANUAL,216000,9000,SA,1990
1965 Ford Falcon,white,OTHER,FORD,FALCON,AUTOMATIC,12345,39995,SA,1965
2013 Ford Focus,silver,PETROL,FORD,FOCUS,MANUAL,224000,11300,SA,2013
2008 Subaru Forester,blue,PETROL,SUBARU,FORESTER,AUTOMATIC,371000,4200,SA,2008
2013 Holden Commodore,grey,OTHER,HOLDEN,COMMODORE,AUTOMATIC,187000,10500,SA,2013
2013 BMW 320i,red,PETROL,BMW,SERIES 3,AUTOMATIC,94031,15000,SA,2013
2021 Toyota HILUX SR 4X4,white,DIESEL,TOYOTA,HILUX,AUTOMATIC,110763,43950,NSW,2021
2007 Mitsubishi Lancer,blue,PETROL,MITSUBISHI,LANCER,AUTOMATIC,265000,4000,SA,2007
2023 Nissan z,white,PETROL,NISSAN,Z,MANUAL,21500,65000,NSW,2023
2012 Subaru XV,red,OTHER,SUBARU,XV,AUTOMATIC,154300,9500,NSW,2012
1993 Toyota Hilux,blue,DIESEL,TOYOTA,HILUX,MANUAL,294989,10000,SA,1993
2014 Toyota Corolla,blue,PETROL,TOYOTA,COROLLA,AUTOMATIC,144800,14800,NSW,2014
2000 Holden Commodore,blue,OTHER,HOLDEN,COMMODORE,AUTOMATIC,12345,34500,NSW,2000
2010 Audi A4,white,DIESEL,AUDI,A4,AUTOMATIC,200539,6500,SA,2010
2014 Subaru Impreza,blue,PETROL,SUBARU,IMPREZA,MANUAL,237000,4000,NSW,2014
2021 Toyota Corolla,white,HYBRID,TOYOTA,COROLLA,AUTOMATIC,117000,19999,NSW,2021
2020 Toyota Alphard,white,OTHER,TOYOTA,ALPHARD,AUTOMATIC,59000,59990,VIC,2020
2014 Toyota Hilux,white,DIESEL,TOYOTA,HILUX,AUTOMATIC,370000,24000,NSW,2014
2001 Lexus GS300,blue,PETROL,LEXUS,GS,AUTOMATIC,198000,15000,NSW,2001
2014 Nissan Nissan Silvia,black,OTHER,NISSAN,NISSAN SILVIA,AUTOMATIC,185000,8500,NSW,2014
2016 Holden Holden Colorado,white,OTHER,HOLDEN,COLORADO,AUTOMATIC,115000,30990,NSW,2016
2004 Ford Falcon,green,PETROL,FORD,FALCON,AUTOMATIC,11111,4000,NSW,2004
2007 Lexus Lexus IS 250,silver,PETROL,LEXUS,IS,AUTOMATIC,174000,11000,NSW,2007
2014 Toyota Corolla,black,PETROL,TOYOTA,COROLLA,AUTOMATIC,190000,13500,NSW,2014
1998 Toyota Hiace,white,DIESEL,TOYOTA,HIACE,MANUAL,384600,6000,NSW,1998
2016 MINI countryman r60 my15 cooper s,silver,PETROL,MINI,COUNTRYMAN,MANUAL,115873,21999,NSW,2016
2013 Holden Barina,blue,PETROL,HOLDEN,BARINA,MANUAL,169939,2500,QLD,2013
2014 Nissan Navara,white,DIESEL,NISSAN,NAVARA,AUTOMATIC,249000,24975,QLD,2014
2007 BMW 130i,white,OTHER,BMW,SERIES 1,MANUAL,140000,39999,QLD,2007
2014 Mercedes-Benz GL63,grey,PETROL,MERCEDES-BENZ,CLA,AUTOMATIC,77000,53999,QLD,2014
2020 Hyundai Hyundai iLOAD,white,DIESEL,HYUNDAI,ILOAD,AUTOMATIC,179000,23500,QLD,2020
2011 Toyota Hilux,white,DIESEL,TOYOTA,HILUX,MANUAL,397000,17000,QLD,2011
2015 Mercedes-Benz A class,grey,PETROL,MERCEDES-BENZ,A-CLASS,AUTOMATIC,183000,15000,QLD,2015
2005 Ford Falcon,black,OTHER,FORD,FALCON,AUTOMATIC,200000,2500,QLD,2005
2025 Holden Holden HQ,white,OTHER,HOLDEN,HOLDEN HQ,AUTOMATIC,100000,5000,QLD,2025
2010 Mazda CX-7,white,PETROL,MAZDA,CX-7,AUTOMATIC,180000,4000,QLD,2010
