marketplace_listing_title,vehicle_exterior_color,vehicle_fuel_type,vehicle_make_display_name,vehicle_model_display_name,vehicle_transmission_type,kms,price,state,year
2005 Lexus is200 sports luxury,gold,PETROL,LEXUS,IS,AUTOMATIC,287488,3000,VIC,2005
2023 Haval jolion,white,PETROL,HAVAL,JOLION,AUTOMATIC,38000,20000,QLD,2023
2017 Kia Sportage,white,DIESEL,KIA,SPORTAGE,AUTOMATIC,95737,20900,QLD,2017
2017 Hyundai i30,white,DIESEL,HYUNDAI,I30,AUTOMATIC,80000,17000,QLD,2017
2017 Toyota Yaris,white,PETROL,TOYOTA,YARIS,MANUAL,106000,9200,QLD,2017
2013 Audi S3,white,PETROL,AUDI,S3,AUTOMATIC,175000,18000,QLD,2013
2010 Subaru Forester,silver,PETROL,SUBARU,FORESTER,AUTOMATIC,181269,6500,QLD,2010
2019 Toyota Corolla,silver,HYBRID,TOYOTA,COROLLA,AUTOMATIC,121407,22000,QLD,2019
2022 Mazda BT-50,red,OTHER,MAZDA,BT-50,AUTOMATIC,65890,35490,QLD,2022
2024 Ford everest platinum,grey,DIESEL,FORD,EVEREST,AUTOMATIC,38404,72500,QLD,2024
2005 Subaru Outback,gold,PETROL,SUBARU,OUTBACK,AUTOMATIC,200000,3000,QLD,2005
2019 Toyota C-HR,white,OTHER,TOYOTA,C-HR,AUTOMATIC,43250,26000,QLD,2019
2021 MG ZS,white,PETROL,MG,ZS,AUTOMATIC,111000,9900,QLD,2021
2014 Mitsubishi  Challenger,white,PETROL,MITSUBISHI,CHALLENGER,MANUAL,166100,15950,QLD,2014
2023 Volkswagen Amarok,silver,DIESEL,VOLKSWAGEN,AMAROK,AUTOMATIC,13200,41500,QLD,2023
2012 BMW X1,brown,PETROL,BMW,X1,AUTOMATIC,121000,10900,VIC,2012
2014 Volkswagen Golf,black,PETROL,VOLKSWAGEN,GOLF,AUTOMATIC,182000,7300,VIC,2014
2004 Toyota Camry,silver,PETROL,TOYOTA,CAMRY,AUTOMATIC,195959,3500,VIC,2004
1972 Holden Holden HQ,orange,PETROL,HOLDEN,HOLDEN HQ,AUTOMATIC,1000,18000,SA,1972
2012 BMW 520d M SPORT,silver,DIESEL,BMW,SERIES 5,AUTOMATIC,144000,19999,VIC,2012
2008 BMW 335I ,grey,PETROL,BMW,SERIES 3,AUTOMATIC,117000,12345,QLD,2008
1998 Ford Falcon,silver,PETROL,FORD,FALCON,MANUAL,32798,3000,QLD,1998
2015 Jeep Patriot,blue,PETROL,JEEP,PATRIOT,MANUAL,161000,5000,SA,2015
2017 Toyota Aurion,gold,PETROL,TOYOTA,AURION,AUTOMATIC,84900,21999,NSW,2017
2004 Honda Jazz,blue,PETROL,HONDA,JAZZ,AUTOMATIC,260000,3500,NSW,2004
2007 Subaru Impreza,silver,OTHER,SUBARU,IMPREZA,AUTOMATIC,141000,7950,NSW,2007
2008 Mitsubishi Outlander,silver,OTHER,MITSUBISHI,OUTLANDER,AUTOMATIC,148000,8000,NSW,2008
2018 Toyota Landcruiser,white,DIESEL,TOYOTA,LANDCRUISER,AUTOMATIC,136000,93000,NSW,2018
2004 Toyota Corolla,black,PETROL,TOYOTA,COROLLA,MANUAL,185000,4000,WA,2004
2018 Honda HR-V,blue,PETROL,HONDA,HR-V,AUTOMATIC,75000,21000,NSW,2018
2023 Hyundai i30,blue,PETROL,HYUNDAI,I30,AUTOMATIC,29773,31900,NSW,2023
2017 Mercedes-Benz E43 AMG,black,PETROL,MERCEDES-BENZ,E43 AMG,AUTOMATIC,131623,49000,NSW,2017
2020 Hyundai i30,grey,PETROL,HYUNDAI,I30,AUTOMATIC,91000,22000,NSW,2020
2017 Toyota Yaris,white,PETROL,TOYOTA,YARIS,AUTOMATIC,112829,15900,NSW,2017
2012 Volkswagen Polo,brown,PETROL,VOLKSWAGEN,POLO,AUTOMATIC,173982,3800,NSW,2012
2003 Lexus ES300,black,PETROL,LEXUS,ES,AUTOMATIC,189000,8800,NSW,2003
2014 Audi S3,blue,PETROL,AUDI,S3,AUTOMATIC,110000,19500,NSW,2014
2011 Mercedes-Benz C200,silver,PETROL,MERCEDES-BENZ,C-CLASS,AUTOMATIC,83100,14500,NSW,2011
2004 Honda Accord,grey,PETROL,HONDA,ACCORD,AUTOMATIC,380000,3500,NSW,2004
2011 Volkswagen Polo,black,PETROL,VOLKSWAGEN,POLO,AUTOMATIC,159000,5500,NSW,2011
2023 Toyota Camry,white,HYBRID,TOYOTA,CAMRY,AUTOMATIC,75484,33750,WA,2023
2009 Toyota RAV4,black,PETROL,TOYOTA,RAV4,AUTOMATIC,240000,9250,WA,2009
2012 Honda Accord Euro,black,PETROL,HONDA,ACCORD,AUTOMATIC,220000,6500,WA,2012
2015 Nissan Navara,grey,DIESEL,NISSAN,NAVARA,MANUAL,205238,25000,WA,2015
2020 Volkswagen Tiguan,white,PETROL,VOLKSWAGEN,TIGUAN,AUTOMATIC,73000,21999,QLD,2020
2008 Volvo S40,red,PETROL,VOLVO,S40,MANUAL,197650,4500,WA,2008
2014 Jeep Wrangler Unlimited,black,PETROL,JEEP,WRANGLER,AUTOMATIC,136000,31000,WA,2014
2013 Ford Escape,black,PETROL,FORD,ESCAPE,AUTOMATIC,183000,5000,WA,2013
2020 Toyota Camry,white,PETROL,TOYOTA,CAMRY,AUTOMATIC,47211,21900,WA,2020
2012 Ford Ranger,white,DIESEL,FORD,RANGER,MANUAL,191028,18000,WA,2012
1997 Holden Commodore,green,PETROL,HOLDEN,COMMODORE,AUTOMATIC,159000,9000,SA,1997
2013 Mercedes-Benz Mercedes-Benz 250SE,white,PETROL,MERCEDES-BENZ,MERCEDES-BENZ 250SE,AUTOMATIC,132875,20500,SA,2013
2015 Holden Commodore,white,PETROL,HOLDEN,COMMODORE,AUTOMATIC,185000,13850,SA,2015
2002 BMW 530i,black,OTHER,BMW,SERIES 5,AUTOMATIC,200000,9900,SA,2002
2016 BMW 435i,white,PETROL,BMW,SERIES 4,AUTOMATIC,114000,40000,SA,2016
2018 Nissan Qashqai ST-L,white,PETROL,NISSAN,QASHQAI,AUTOMATIC,151296,16990,SA,2018
1975 Jaguar Jaguar XJ6 Sovereign,yellow,OTHER,JAGUAR,XJ,AUTOMATIC,78000,2500,SA,1975
2015 BMW X4,blue,PETROL,BMW,X4,AUTOMATIC,138000,22400,SA,2015
2015 Subaru Outback,black,DIESEL,SUBARU,OUTBACK,AUTOMATIC,297100,7900,SA,2015
2017 Audi Q7,silver,DIESEL,AUDI,Q7,AUTOMATIC,64500,38000,SA,2017
2015 Dodge Journey,grey,PETROL,DODGE,JOURNEY,AUTOMATIC,108052,10800,QLD,2015
1978 Mercedes-Benz 450sel,silver,PETROL,MERCEDES-BENZ,450SEL,AUTOMATIC,556000,10888,SA,1978
2010 Mitsubishi Lancer,grey,PETROL,MITSUBISHI,LANCER,AUTOMATIC,2000,4000,QLD,2010
2008 Suzuki Swift,black,PETROL,SUZUKI,SWIFT,AUTOMATIC,120000,8100,QLD,2008
2019 BMW X4,grey,PETROL,BMW,X4,AUTOMATIC,139850,37990,QLD,2019
2016 Hyundai i30,silver,DIESEL,HYUNDAI,I30,AUTOMATIC,180563,5500,QLD,2016
2011 Hyundai i30,grey,PETROL,HYUNDAI,I30,MANUAL,133000,8000,QLD,2011
1996 BMW 316i,red,PETROL,BMW,SERIES 3,MANUAL,272000,4000,QLD,1996
2010 Holden Cruise,grey,PETROL,HOLDEN,CRUISE,AUTOMATIC,242000,5000,VIC,2010
"2022 Renault KOLEOS LIGE, 2.5LT PETROL, 59,000 KMS, LIKE NEW!",white,PETROL,RENAULT,KOLEOS,AUTOMATIC,59000,20990,QLD,2022
2022 Iveco daily,white,DIESEL,IVECO,DAILY,AUTOMATIC,87000,36000,QLD,2022
2020 Land Rover Range Rover Velar,grey,DIESEL,LAND-ROVER,RANGE ROVER VELAR,AUTOMATIC,97000,58800,VIC,2020
2007 Honda Civic,silver,PETROL,HONDA,CIVIC,AUTOMATIC,278000,5000,VIC,2007
2022 Mazda CX-5,black,PETROL,MAZDA,CX-5,AUTOMATIC,82000,34500,VIC,2022
2013 Toyota Aurion,turquoise,PETROL,TOYOTA,AURION,AUTOMATIC,139000,13000,VIC,2013
2009 Suzuki Alto,blue,PETROL,SUZUKI,ALTO,MANUAL,149115,4200,QLD,2009
2008 BMW 325i series 3,blue,PETROL,BMW,325I SERIES 3,AUTOMATIC,183000,8000,VIC,2008
2010 Kia Sportage,white,PETROL,KIA,SPORTAGE,AUTOMATIC,265000,5199,VIC,2010
2013 Holden Cruz,black,PETROL,HOLDEN,CRUZ,AUTOMATIC,226000,4000,VIC,2013
2009 Ford Fiesta,blue,OTHER,FORD,FIESTA,AUTOMATIC,197000,2500,VIC,2009
2015 Audi A6,grey,DIESEL,AUDI,A6,AUTOMATIC,113000,24000,VIC,2015
2020 Volkswagen T-CROSS,white,PETROL,VOLKSWAGEN,T-CROSS,AUTOMATIC,300000,16000,VIC,2020
2020 Toyota C-HR,silver,PETROL,TOYOTA,C-HR,AUTOMATIC,107000,23000,VIC,2020
2018 Honda Jazz,white,PETROL,HONDA,JAZZ,AUTOMATIC,90390,17000,VIC,2018
2013 Ford Ranger DC UTE,yellow,DIESEL,FORD,RANGER,AUTOMATIC,193000,27500,VIC,2013
2010 Mercedes-Benz E250 CDI,grey,DIESEL,MERCEDES-BENZ,E-CLASS,AUTOMATIC,201500,11000,VIC,2010
2020 Mazda Bt50 ,white,DIESEL,MAZDA,BT-50,AUTOMATIC,278000,24450,VIC,2020
2009 Subaru Forester,white,PETROL,SUBARU,FORESTER,AUTOMATIC,290000,3500,VIC,2009
2014 Toyota voxy,brown,HYBRID,TOYOTA,VOXY,AUTOMATIC,111000,14500,VIC,2014
2009 Honda Accord,grey,OTHER,HONDA,ACCORD,AUTOMATIC,171000,9500,VIC,2009
2011 Volkswagen Passat,black,DIESEL,VOLKSWAGEN,PASSAT,AUTOMATIC,87000,9000,VIC,2011
2008 Kia Rondo,silver,PETROL,KIA,RONDO,AUTOMATIC,212000,5500,VIC,2008
2011 Toyota camry altise auto low klm sedan,silver,PETROL,TOYOTA,CAMRY,AUTOMATIC,153374,9700,SA,2011
2009 Toyota Yaris,silver,PETROL,TOYOTA,YARIS,AUTOMATIC,142000,8000,VIC,2009
2017 Ford Ranger,black,DIESEL,FORD,RANGER,AUTOMATIC,128000,34000,QLD,2017
2013 Holden cruze equipe jh sedan,black,PETROL,HOLDEN,CRUZE,AUTOMATIC,116808,6500,VIC,2013
2016 BMW M50d,black,DIESEL,BMW,M5,AUTOMATIC,87000,20000,VIC,2016
2017 Toyota Landcruiser Prado,grey,DIESEL,TOYOTA,LANDCRUISER,AUTOMATIC,230000,39500,WA,2017
2017 Mercedes-Benz cla-class,white,PETROL,MERCEDES-BENZ,A-CLASS,AUTOMATIC,98000,40880,QLD,2017
2012 Volkswagen Jetta,grey,PETROL,VOLKSWAGEN,JETTA,AUTOMATIC,180000,7999,NSW,2012
2015 Mazda BT-50,silver,DIESEL,MAZDA,BT-50,MANUAL,190378,18000,NSW,2015
2015 Hyundai Santa Fe,grey,DIESEL,HYUNDAI,SANTA FE,AUTOMATIC,165000,16500,NSW,2015
2013 Toyota Hilux,silver,DIESEL,TOYOTA,HILUX,AUTOMATIC,153000,28000,SA,2013
2010 Volvo S60,grey,PETROL,VOLVO,S60,AUTOMATIC,162810,9250,NSW,2010
2024 MINI Countryman,silver,PETROL,MINI,COUNTRYMAN,AUTOMATIC,10400,61000,NSW,2024
2018 Lexus UX250h F-sport Luxury Hybrid 2.0L 4-cylinder,silver,HYBRID,LEXUS,UX,AUTOMATIC,118000,38925,NSW,2018
1991 Toyota Celica,blue,PETROL,TOYOTA,CELICA,MANUAL,438000,9000,NSW,1991
2004 Subaru Forester,white,PETROL,SUBARU,FORESTER,AUTOMATIC,116000,20000,NSW,2004
2016 BMW 1 series M135i F20 LCI,blue,PETROL,BMW,1 SERIES,AUTOMATIC,87837,30500,NSW,2016
2013 Nissan Murano,silver,PETROL,NISSAN,MURANO,AUTOMATIC,270000,5800,NSW,2013
2007 Toyota Corolla,silver,PETROL,TOYOTA,COROLLA,AUTOMATIC,270000,3000,NSW,2007
2011 Toyota Corolla,white,PETROL,TOYOTA,COROLLA,MANUAL,197000,6950,NSW,2011
2016 Nissan Pathfinder,black,PETROL,NISSAN,PATHFINDER,AUTOMATIC,113000,13800,NSW,2016
2011 Mazda CX-7,black,PETROL,MAZDA,CX-7,AUTOMATIC,213000,2500,WA,2011
2010 Kia Cerato,black,PETROL,KIA,CERATO,MANUAL,243800,4500,WA,2010
1998 Holden Ute,gold,PETROL,HOLDEN,UTE,AUTOMATIC,317062,4600,WA,1998
2009 Toyota Landcruiser 200,white,DIESEL,TOYOTA,LANDCRUISER,AUTOMATIC,200000,85000,WA,2009
2010 Honda Civic,black,PETROL,HONDA,CIVIC,MANUAL,178512,6500,WA,2010
2011 Toyota Landcruiser Prado,white,DIESEL,TOYOTA,LANDCRUISER,AUTOMATIC,180000,28000,WA,2011
2015 Volkswagen Golf R ,grey,PETROL,VOLKSWAGEN,GOLF,AUTOMATIC,120000,27000,NSW,2015
2018 Hyundai i30,black,PETROL,HYUNDAI,I30,AUTOMATIC,110000,16000,WA,2018
1991 Toyota Landcruiser,red,DIESEL,TOYOTA,LANDCRUISER,MANUAL,360000,34000,NSW,1991
2018 Volkswagen VW Tiguan R-Line 162tsi,white,PETROL,VOLKSWAGEN,TIGUAN,AUTOMATIC,122461,27500,WA,2018
2009 Nissan skyline 370gt,grey,PETROL,NISSAN,SKYLINE 370GT,AUTOMATIC,218945,9900,WA,2009
2020 Toyota Corolla,white,PETROL,TOYOTA,COROLLA,AUTOMATIC,87000,22900,WA,2020
2014 BMW 328i Luxury Line,grey,PETROL,BMW,328I LUXURY LINE,AUTOMATIC,220000,20000,WA,2014
2015 Volkswagen Golf,white,PETROL,VOLKSWAGEN,GOLF,AUTOMATIC,195000,18500,WA,2015
2012 Volkswagen Golf,grey,PETROL,VOLKSWAGEN,GOLF,AUTOMATIC,185000,7490,WA,2012
2017 Nissan pathfinder st-l,white,PETROL,NISSAN,PATHFINDER,AUTOMATIC,105870,20000,WA,2017
2016 Nissan Micra,blue,PETROL,NISSAN,MICRA,AUTOMATIC,150804,7350,WA,2016
"2016 Hyundai GENESIS 3.8L V6 AUTO 186061 KMS, LOCATED IN LONSDALE ",white,PETROL,HYUNDAI,GENESIS,AUTOMATIC,186061,13990,SA,2016
2016 Holden Ute,white,OTHER,HOLDEN,UTE,AUTOMATIC,254000,20990,SA,2016
2023 Hyundai Santa Fe,grey,PETROL,HYUNDAI,SANTA FE,AUTOMATIC,8000,43500,SA,2023
2011 Toyota Corolla,blue,PETROL,TOYOTA,COROLLA,AUTOMATIC,289000,5800,SA,2011
2013 Mitsubishi Mirage,blue,PETROL,MITSUBISHI,MIRAGE,AUTOMATIC,126000,7930,SA,2013
2003 Holden Astra,white,PETROL,HOLDEN,ASTRA,AUTOMATIC,111000,4000,SA,2003
2019 Mazda CX-5,red,PETROL,MAZDA,CX-5,AUTOMATIC,85500,22850,SA,2019
2015 Renault Koleos,white,PETROL,RENAULT,KOLEOS,AUTOMATIC,68612,11500,SA,2015
2021 Ford Ranger,silver,DIESEL,FORD,RANGER,AUTOMATIC,224321,26998,QLD,2021
2016 Volkswagen Tiguan,silver,OTHER,VOLKSWAGEN,TIGUAN,AUTOMATIC,162500,15000,SA,2016
2012 Toyota Corolla,blue,PETROL,TOYOTA,COROLLA,AUTOMATIC,267000,6699,SA,2012
2011 Holden Holden Colorado,white,DIESEL,HOLDEN,COLORADO,MANUAL,307000,11700,QLD,2011
1992 Toyota 4Runner,silver,PETROL,TOYOTA,4RUNNER,MANUAL,385000,4000,SA,1992
2019 Ford Ranger,white,OTHER,FORD,RANGER,AUTOMATIC,113000,39000,QLD,2019
2003 Porsche Cayenne,black,PETROL,PORSCHE,CAYENNE,AUTOMATIC,173000,12000,QLD,2003
2008 Hyundai Hyundai iLOAD,white,DIESEL,HYUNDAI,ILOAD,MANUAL,350000,10000,QLD,2008
2015 Renault Captur,orange,PETROL,RENAULT,CAPTUR,AUTOMATIC,190000,8000,QLD,2015
2005 Volkswagen Multivan ,blue,DIESEL,VOLKSWAGEN,MULTIVAN,AUTOMATIC,275000,7900,QLD,2005
"2019 Toyota landcruiser 79 single cab – 90,250kms",white,DIESEL,TOYOTA,LANDCRUISER,MANUAL,90250,65000,QLD,2019
2014 Holden cruze sri v,grey,PETROL,HOLDEN,CRUZE,MANUAL,160000,7000,QLD,2014
2014 Toyota Camry,red,HYBRID,TOYOTA,CAMRY,AUTOMATIC,212500,14000,QLD,2014
1991 Ford Maverick,white,PETROL,FORD,MAVERICK,MANUAL,221000,15000,QLD,1991
2003 Holden Commodore,white,PETROL,HOLDEN,COMMODORE,AUTOMATIC,290000,3000,QLD,2003
2003 Honda Jazz,red,PETROL,HONDA,JAZZ,MANUAL,270000,2500,QLD,2003
2005 Ford Territory,silver,PETROL,FORD,TERRITORY,AUTOMATIC,346619,2500,VIC,2005
2011 Hyundai Ix35,silver,PETROL,HYUNDAI,IX35,AUTOMATIC,135500,11990,QLD,2011
2015 Hyundai i20,black,PETROL,HYUNDAI,I20,AUTOMATIC,190000,8000,VIC,2015
2005 MINI Cooper,white,PETROL,MINI,COOPER,AUTOMATIC,153963,7500,VIC,2005
2014 Volkswagen Golf,blue,PETROL,VOLKSWAGEN,GOLF,AUTOMATIC,118000,25000,VIC,2014
2015 Hyundai Elantra,black,PETROL,HYUNDAI,ELANTRA,AUTOMATIC,334788,4200,QLD,2015
2020 Ford Ranger,black,DIESEL,FORD,RANGER,AUTOMATIC,99454,57000,VIC,2020
2017 Toyota Landcruiser 200,grey,DIESEL,TOYOTA,LANDCRUISER,AUTOMATIC,55000,121500,VIC,2017
2017 Volkswagen Tiguan,silver,DIESEL,VOLKSWAGEN,TIGUAN,AUTOMATIC,98000,20800,VIC,2017
2012 Volkswagen Tiguan,silver,PETROL,VOLKSWAGEN,TIGUAN,AUTOMATIC,214000,3000,VIC,2012
2014 Kia Cerato,grey,PETROL,KIA,CERATO,AUTOMATIC,117000,11850,VIC,2014
2017 Toyota Landcruiser,white,DIESEL,TOYOTA,LANDCRUISER,MANUAL,170985,70888,VIC,2017
2008 Mazda CX-9,silver,PETROL,MAZDA,CX-9,AUTOMATIC,186763,8800,VIC,2008
2024 Toyota RAV4,white,HYBRID,TOYOTA,RAV4,AUTOMATIC,36000,51000,VIC,2024
2011 Toyota FJ Cruiser,white,PETROL,TOYOTA,FJ CRUISER,AUTOMATIC,147929,25000,VIC,2011
2018 Lexus RX450h Sport Luxury,white,HYBRID,LEXUS,RX,AUTOMATIC,59500,53000,SA,2018
2012 Volkswagen Golf,white,PETROL,VOLKSWAGEN,GOLF,AUTOMATIC,131000,20000,VIC,2012
2017 Honda Civic,white,PETROL,HONDA,CIVIC,AUTOMATIC,66390,17900,SA,2017
2014 Kia Sportage 🤘,grey,PETROL,KIA,SPORTAGE,AUTOMATIC,153145,10790,SA,2014
2010 Mitsubishi Outlander,white,PETROL,MITSUBISHI,OUTLANDER,AUTOMATIC,176000,3200,SA,2010
2022 Mitsubishi Outlander,silver,PETROL,MITSUBISHI,OUTLANDER,AUTOMATIC,117000,30999,SA,2022
1974 Chevrolet Caprice,blue,PETROL,CHEVROLET,CAPRICE,AUTOMATIC,80000,19500,WA,1974
2011 Nissan cube,brown,PETROL,NISSAN,CUBE,AUTOMATIC,121739,9000,SA,2011
2016 Mazda CX-3,white,PETROL,MAZDA,CX-3,AUTOMATIC,142000,14900,SA,2016
2001 Holden Commodore,red,PETROL,HOLDEN,COMMODORE,AUTOMATIC,388835,2700,SA,2001
2008 Holden Holden Colorado,grey,PETROL,HOLDEN,COLORADO,MANUAL,362000,9000,VIC,2008
2015 Holden Commodore,white,PETROL,HOLDEN,COMMODORE,AUTOMATIC,150000,22000,NSW,2015
2014 Volkswagen Scirocco R-Line,blue,PETROL,VOLKSWAGEN,SCIROCCO,AUTOMATIC,100000,19800,VIC,2014
1992 Lexus LS400,white,PETROL,LEXUS,LS,AUTOMATIC,224095,4000,VIC,1992
2006 Toyota Crown ATHLETE 60TH SPECIAL EDITION,black,PETROL,TOYOTA,CROWN,AUTOMATIC,122000,16999,VIC,2006
2010 Toyota Camry,silver,PETROL,TOYOTA,CAMRY,AUTOMATIC,190000,7000,VIC,2010
2021 Toyota Hilux,grey,DIESEL,TOYOTA,HILUX,AUTOMATIC,63000,65000,VIC,2021
2023 Volkswagen Tiguan,white,PETROL,VOLKSWAGEN,TIGUAN,AUTOMATIC,75000,23000,VIC,2023
2020 Toyota RAV4,grey,HYBRID,TOYOTA,RAV4,AUTOMATIC,85500,46500,VIC,2020
2010 Holden Commodore,white,PETROL,HOLDEN,COMMODORE,AUTOMATIC,322000,7900,VIC,2010
2018 Volkswagen Golf,white,PETROL,VOLKSWAGEN,GOLF,AUTOMATIC,67000,19000,VIC,2018
2014 Kia Sportage,silver,PETROL,KIA,SPORTAGE,AUTOMATIC,193000,12000,VIC,2014
2015 Audi S3,black,PETROL,AUDI,S3,AUTOMATIC,81000,28000,VIC,2015
2009 Mitsubishi Lancer,black,PETROL,MITSUBISHI,LANCER,AUTOMATIC,200500,8000,VIC,2009
2013 Subaru liberty premium gt,red,PETROL,SUBARU,LIBERTY,AUTOMATIC,220000,8500,VIC,2013
2014 Toyota Camry,blue,PETROL,TOYOTA,CAMRY,AUTOMATIC,256000,9999,VIC,2014
2014 Holden Barina,silver,PETROL,HOLDEN,BARINA,AUTOMATIC,71500,9000,VIC,2014
2012 Nissan X-Trail,white,PETROL,NISSAN,X-TRAIL,AUTOMATIC,208000,8999,VIC,2012
2013 Ford Ranger,white,DIESEL,FORD,RANGER,AUTOMATIC,164000,24900,VIC,2013
2013 Porsche Cayenne,black,PETROL,PORSCHE,CAYENNE,AUTOMATIC,119000,69900,NSW,2013
2024 Suzuki Jimny,green,PETROL,SUZUKI,JIMNY,AUTOMATIC,2787,36599,NSW,2024
2008 Toyota Corolla,white,PETROL,TOYOTA,COROLLA,AUTOMATIC,134000,8995,NSW,2008
2005 Ford Falcon,grey,OTHER,FORD,FALCON,AUTOMATIC,170000,6000,NSW,2005
2020 Volkswagen GOLF,red,PETROL,VOLKSWAGEN,GOLF,AUTOMATIC,113600,17950,NSW,2020
2014 Nissan JUKE,grey,PETROL,NISSAN,JUKE,AUTOMATIC,106000,14999,NSW,2014
2010 Volkswagen Golf,black,PETROL,VOLKSWAGEN,GOLF,AUTOMATIC,253300,13500,NSW,2010
2009 Jeep Patriot,grey,OTHER,JEEP,PATRIOT,AUTOMATIC,236000,8000,NSW,2009
2014 Holden Cruze,red,PETROL,HOLDEN,CRUZE,MANUAL,150000,5900,VIC,2014
2009 Nissan Micra,white,OTHER,NISSAN,MICRA,AUTOMATIC,272876,5500,NSW,2009
2011 Toyota Kluger,silver,PETROL,TOYOTA,KLUGER,AUTOMATIC,255000,9500,NSW,2011
2017 Volkswagen Tiguan,white,PETROL,VOLKSWAGEN,TIGUAN,AUTOMATIC,111000,18500,NSW,2017
2017 Honda HR-V,grey,PETROL,HONDA,HR-V,AUTOMATIC,150000,18000,NSW,2017
2021 Isuzu D-Max,blue,DIESEL,ISUZU,D-MAX,AUTOMATIC,73000,52000,NSW,2021
2013 Nissan dualis ti-l,red,PETROL,NISSAN,DUALIS,AUTOMATIC,132000,10999,NSW,2013
2012 Volkswagen Golf,black,PETROL,VOLKSWAGEN,GOLF,AUTOMATIC,152000,9500,NSW,2012
2016 Toyota landcruiser gxl inc 5y warranty,blue,DIESEL,TOYOTA,LANDCRUISER,AUTOMATIC,93000,72900,NSW,2016
2009 Mitsubishi Triton,black,DIESEL,MITSUBISHI,TRITON,AUTOMATIC,281324,12500,WA,2009
2018 Nissan Pathfinder,silver,PETROL,NISSAN,PATHFINDER,AUTOMATIC,70000,24990,NSW,2018
2016 Hyundai Accent,white,PETROL,HYUNDAI,ACCENT,AUTOMATIC,97824,13800,NSW,2016
2018 Ford Mustang,white,PETROL,FORD,MUSTANG,MANUAL,95000,65000,WA,2018
2012 Holden cruze,silver,PETROL,HOLDEN,CRUZE,AUTOMATIC,130000,5900,WA,2012
1997 Toyota Landcruiser,silver,DIESEL,TOYOTA,LANDCRUISER,MANUAL,395000,26500,WA,1997
1999 Subaru Forester,white,PETROL,SUBARU,FORESTER,MANUAL,365200,6000,WA,1999
2005 Honda Accord,white,PETROL,HONDA,ACCORD,MANUAL,331000,9000,WA,2005
2008 Mitsubishi Lancer,red,PETROL,MITSUBISHI,LANCER,MANUAL,161000,4500,WA,2008
2018 Land Rover Range Rover Evoque,white,DIESEL,LAND-ROVER,RANGE ROVER EVOQUE,AUTOMATIC,92000,34000,WA,2018
2019 Mercedes-Benz GLC43 AMG 3.0L twin Turbo,white,PETROL,MERCEDES-BENZ,GLC,AUTOMATIC,63000,57900,WA,2019
2006 BMW 325i,silver,PETROL,BMW,SERIES 3,MANUAL,193000,12000,WA,2006
2006 Toyota RAV4,red,OTHER,TOYOTA,RAV4,AUTOMATIC,316500,6500,WA,2006
2016 Mazda CX-5,black,DIESEL,MAZDA,CX-5,AUTOMATIC,187600,9600,WA,2016
2003 Nissan Patrol,white,OTHER,NISSAN,PATROL,AUTOMATIC,1234,4500,WA,2003
2017 Holden BARINA,grey,PETROL,HOLDEN,BARINA,AUTOMATIC,105600,8490,WA,2017
2007 BMW m3 e92 manual,grey,PETROL,BMW,M3,MANUAL,114000,51000,WA,2007
2013 Holden Holden Colorado,white,OTHER,HOLDEN,COLORADO,MANUAL,2000,123456,QLD,2013
2022 Toyota Hilux,silver,DIESEL,TOYOTA,HILUX,MANUAL,96000,73000,QLD,2022
2017 Mazda CX-9,white,PETROL,MAZDA,CX-9,AUTOMATIC,165000,23995,QLD,2017
2016 Mitsubishi Triton,white,DIESEL,MITSUBISHI,TRITON,MANUAL,174000,17200,QLD,2016
1996 Mitsubishi Delica,blue,DIESEL,MITSUBISHI,DELICA,AUTOMATIC,276660,10000,QLD,1996
2009 Nissan Tiida,white,PETROL,NISSAN,TIIDA,AUTOMATIC,175500,5250,QLD,2009
2014 Nissan Navara,grey,DIESEL,NISSAN,NAVARA,AUTOMATIC,260000,12000,QLD,2014
2008 Mitsubishi Pajero,gold,PETROL,MITSUBISHI,PAJERO,AUTOMATIC,271549,9900,QLD,2008
2014 Jeep Grand Cherokee,white,PETROL,JEEP,GRAND CHEROKEE,AUTOMATIC,150000,13890,QLD,2014
2007 Kia Cerato,black,PETROL,KIA,CERATO,AUTOMATIC,250000,3500,QLD,2007
2018 Toyota Hilux,white,PETROL,TOYOTA,HILUX,AUTOMATIC,54500,26500,QLD,2018
2016 Kia Cerato,red,OTHER,KIA,CERATO,AUTOMATIC,84000,9999,QLD,2016
2018 Holden Holden EJ,white,PETROL,HOLDEN,HOLDEN EJ,AUTOMATIC,15000,10000,QLD,2018
2001 Toyota Landcruiser,blue,DIESEL,TOYOTA,LANDCRUISER,MANUAL,420013,26500,SA,2001
2022 Kia Sportage Diesel AWD SX,black,DIESEL,KIA,SPORTAGE,AUTOMATIC,63900,35900,QLD,2022
2011 Holden Barina,silver,PETROL,HOLDEN,BARINA,MANUAL,128000,4000,QLD,2011
2012 Toyota Aurion,white,OTHER,TOYOTA,AURION,AUTOMATIC,257777,8500,SA,2012
2020 Ford Ranger,silver,DIESEL,FORD,RANGER,AUTOMATIC,59000,50000,SA,2020
2010 Suzuki Swift,black,PETROL,SUZUKI,SWIFT,AUTOMATIC,216964,6200,QLD,2010
2023 Kia Stinger,white,PETROL,KIA,STINGER,AUTOMATIC,32000,60999,SA,2023
